"","codigoOC","FechaEnvioOC","NombreOC","DescripcionOC","EstadoOC","ProcedenciaOC","MonedaOC","MontoNetoOC","DescuentosOC","CargosOC","ImpuestosOC","MontoTotalOC","ImpuestosOC_CLP","MontoNetoOC_CLP","MetodoPago","TipoDespacho","Financiamiento","UnidadCompra","UnidadCompraRUT","RegionUnidadCompra","entCode","Institucion","Sector","Proveedor","ProveedorRUT","ActividadProveedor","TamanoProveedor","RegionProveedor","RubroN1","RubroN2","RubroN3","CodigoProductoONU","ONUProducto","NombreItem","DescripcionItem","CantidadItem","UnidadMedida","MonedaItem","MontoNetoItem","DescuentoItem","CargosItem","ImpuestoEspecificoItem","MontoTotalItem","MontoNetoItemCLP","CodigoCotizacion","NombreCotizacion","DescripcionCotizacion","FechaPublicacionCotizacion","FechaCierreCotizacion","MontoDisponible","DescripcionProducto","CodigoProductoCotizadoONU","ProductoCotizado","CantidadSolicitada","ProveedorCotizacion","RUTProveedorCotizacion","DetalleCotizacion","PrecioUnitarioCotizacion","PrecioTotalItemCotizacion","MontoNetoCotizacion","MontoDespachoCotizacion","MontoTotalCotizacion","ProveedorSeleccionado"
"740","1058012-2758-AG24","26-11-2024 0:00:00","COMPRA ALTERNATIVA FARMACIA AMBULATORIA OCTUBRE / POLIVITAMINICO CP","COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-2297-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL FLETE 3 A 5 DÍAS HÁBILES SEGÚN COTIZACIÓN. REF 1058012-626-COT24.","Recepcion Conforme","Compra Agil","CLP",378000,0,0,71820,449820,71820,378000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Fármarcos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","COMERCIAL EL PRADO S A","96.776.130-3","","2.0","Región Metropolitana de Santiago","Medicamentos y productos farmacéuticos","Agentes que afectan el agua y los electrolitos","Suplementos dietéticos y productos de terapia alimenticia",51191905,"Suplementos vitamínicos","Suplementos vitamínicos","214-6810 POLIVITAMINICO (ACIDO ASCORBICO, CIANOCOBALAMINA, ERGOCALCIFEROL, NIACINAMIDA, PIRIDOXINA, RETINOL, RIBOFLAVINA, TIAMINA) NO DEBE CONTENER CAFEINA Y GINSENG",9000,"Cápsula","CLP",42,0,0,NA,378000,378000,"1058012-626-COT24","COMPRA ALTERNATIVA FARMACIA AMBULATORIA OCTUBRE / POLIVITAMINICO CP","EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE POLIVITAMINICO CP. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CP), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.","14-11-2024 0:00:00","18-11-2024 0:00:00",6e+05,"POLIVITAMINICO (ACIDO ASCORBICO, CIANOCOBALAMINA, ERGOCALCIFEROL, NIACINAMIDA, PIRIDOXINA, RETINOL, RIBOFLAVINA, TIAMINA) NO DEBE CONTENER CAFEINA Y GINSENG",51191905,"Suplementos vitamínicos",9000,"COMERCIAL EL PRADO S A","96.776.130-3","Polivitaminico en capsulas. Estuche x 100 capsulas. Vigencia 18 meses. Se adjunta ficha tecnica para su aprobacion. Despacho incluido de 3 a 5 dias habiles,  minimo 100.000 + iva.",42,378000,378000,0,449820,"SI"
"741","1057402-11023-AG24","18-11-2024 0:00:00","(MIS) PROGRAMA CHILE CRECE CONTIGO/ALMOHADILLAS","ID 1057402-1375-COT24. PROGRAMA CHILE CRECE CONTIGO 2024.  - CR MUJER (5 PARES) - CR INFANTIL (3 PARES)","Recepcion Conforme","Compra Agil","CLP",102488,0,0,19472.72,121960.72,19472.72,102488,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","ZIUS SPA","76.877.935-k","Comercialización de Insumos Industriales","4.0","Región de Magallanes y de la Antártica","Equipamiento y suministros médicos","Suministros y productos clínicos","Productos de terapia para frío y calor",42142108,"Almohadillas o compresas de calentar o de refrescar","Almohadillas o compresas de calentar o de refrescar","570-0027 ALMOHADILLAS DE GEL PARA EL PECHO MATERNO, CON FUNDAS. USO EN FRÍO Y CALOR. GEL NO TÓXICO Y PLÁSTICO DE PVC DE GRADO MÉDICO. SIN LÁTEX, PLOMO NI BPA. APTO PARA MICROONDAS.",8,"Par","CLP",12811,0,0,NA,102488,102488,"1057402-1375-COT24","MIS/ALMOHADILLAS DE GEL LACTANCIA/PROGRAMA CHILE CRECE CONTIGO 2024","SE REQUIERE LA COMPRA DE ALMOHADILLAS DE GEL PARA LACTANCIA MATERNA.   **ADJUNTAR FICHA TÉCNICA CON IMAGEN DE LO COTIZADO** **PLAZO DE ENTREGA EN HOSPITAL, 7 DÍAS HÁBILES DESDE EMITIDA LA ORDEN DE COMPRA.**","11-11-2024 0:00:00","13-11-2024 0:00:00",160000,"ALMOHADILLAS DE GEL PARA EL PECHO MATERNO, CON FUNDAS. USO EN FRÍO Y CALOR. GEL NO TÓXICO Y PLÁSTICO DE PVC DE GRADO MÉDICO. SIN LÁTEX, PLOMO NI BPA. APTO PARA MICROONDAS.",42142108,"Almohadillas o compresas de calentar o de refrescar",8,"ZIUS SPA","76.877.935-k","SE REALIZA COTIZACION PARA ALMOHADILLAS DE GEL PARA PECHO MATERNO SOLICITADAS.  SOMOS EMPRESA REGIONAL.",12811,102488,102488,0,121960,"SI"
"742","1057597-6-AG24","12-11-2024 0:00:00","(5074) Adquisicion equipamiento para mantenimiento correctivo miniús mercedes benz, placa patente RZLX 72 año 2022.","COMPRA ÁGIL, Según Solicitud de compra 299, de 28-10-2024, de la SDO, y de Supervisor de Movilización, por la adquisición de insumos y accesorios para el mantenimiento de minibús asistencial Marca Mercedes Benz placa patente RZLX 72.  Orden de Compra código:  1057597-6-AG24 dirigida a ESTEBAN GUIC Y CIA LTDA  Encargado Técnico: Jefe Unidad de Movilización: fono: 612293278 - correo: oscar.villegas@redsalud.gob.cl  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas. Dirección: Av. Los Flamencos 01364, Punta Arenas.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.cl  Encargado de Compra: Jefe Unidad de Compra Operaciones: fono 612293243 - correo: francisco.aguilar@redsalud.gob.cl","Recepcion Conforme","Compra Agil","CLP",35194,0,0,0,35194,0,35194,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienestar","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","ESTEBAN GUIC Y CIA LTDA","82.120.600-6","VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USA| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES| VENTA DE MOTOCICLETAS| VENTA DE PIEZAS Y ACCESORIOS DE MOTOCICLETAS","1.0","Región Aysén del General Carlos Ibáñez del Campo","Productos químicos industriales","Compuestos y mezclas","Compuestos inorgánicos",12352310,"Siliconas","Siliconas","SILICONA SPRAY VAINILLA 400M EQUIVALENTE A LA MARCA SONAX",1,"Frasco","CLP",4346,0,0,NA,4346,4346,"1057597-4-COT24","ADQUISICION DE KIT PARA MANTENIMIENTO Y LIMPIEZA MINIBUS ASISTENCIAL","EL AREA DE MOVILIZACION REQUIERE ADQUIRIR SUMINISTRO DE KIT DE MANTENIMIENTO Y LIMPIEZA, PARA MINIBUS ASISTENCIAL MERDECES BENZ (CON ELEVADOR DE PACIENTE), PRESUPUESTO DISPONIBLE $50.000, EN CASO DE SOBREPASAR SERÁ DESESTIMADA LA OFERTA.- SE DEBERA OFERTAR TODAS LAS LINEAS, EN CASO DE OMISION, SERA DESESTIMADA LA OFERTA.","22-10-2024 0:00:00","25-10-2024 0:00:00",50000,"SILICONA JAZMIN 450ML EQUIVALENTE A LA MARCA SUNUP",12352310,"Siliconas",1,"ESTEBAN GUIC Y CIA LTDA","82.120.600-6","Se adjunta cotizacion. Plazo de entrega 1 dia habil despues de aceptada la OC. Contacto: licitaciones@recasur.cl",1163,1163,35194,0,35194,"SI"
"743","1057597-6-AG24","12-11-2024 0:00:00","(5074) Adquisicion equipamiento para mantenimiento correctivo miniús mercedes benz, placa patente RZLX 72 año 2022.","COMPRA ÁGIL, Según Solicitud de compra 299, de 28-10-2024, de la SDO, y de Supervisor de Movilización, por la adquisición de insumos y accesorios para el mantenimiento de minibús asistencial Marca Mercedes Benz placa patente RZLX 72.  Orden de Compra código:  1057597-6-AG24 dirigida a ESTEBAN GUIC Y CIA LTDA  Encargado Técnico: Jefe Unidad de Movilización: fono: 612293278 - correo: oscar.villegas@redsalud.gob.cl  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas. Dirección: Av. Los Flamencos 01364, Punta Arenas.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.cl  Encargado de Compra: Jefe Unidad de Compra Operaciones: fono 612293243 - correo: francisco.aguilar@redsalud.gob.cl","Recepcion Conforme","Compra Agil","CLP",35194,0,0,0,35194,0,35194,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienestar","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","ESTEBAN GUIC Y CIA LTDA","82.120.600-6","VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USA| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES| VENTA DE MOTOCICLETAS| VENTA DE PIEZAS Y ACCESORIOS DE MOTOCICLETAS","1.0","Región Aysén del General Carlos Ibáñez del Campo","Productos químicos industriales","Compuestos y mezclas","Compuestos inorgánicos",12352310,"Siliconas","Siliconas","LIMPIADOR NEW CAR 400ML EQUIVALENTE A LA MARCA SONAX",1,"Frasco","CLP",4346,0,0,NA,4346,4346,"1057597-4-COT24","ADQUISICION DE KIT PARA MANTENIMIENTO Y LIMPIEZA MINIBUS ASISTENCIAL","EL AREA DE MOVILIZACION REQUIERE ADQUIRIR SUMINISTRO DE KIT DE MANTENIMIENTO Y LIMPIEZA, PARA MINIBUS ASISTENCIAL MERDECES BENZ (CON ELEVADOR DE PACIENTE), PRESUPUESTO DISPONIBLE $50.000, EN CASO DE SOBREPASAR SERÁ DESESTIMADA LA OFERTA.- SE DEBERA OFERTAR TODAS LAS LINEAS, EN CASO DE OMISION, SERA DESESTIMADA LA OFERTA.","22-10-2024 0:00:00","25-10-2024 0:00:00",50000,"SILICONA LIQUIDA SPORT FRESH EQUIVALENTE A LA MARCA SONAX",12352310,"Siliconas",1,"ESTEBAN GUIC Y CIA LTDA","82.120.600-6","Se adjunta cotizacion. Plazo de entrega 1 dia habil despues de aceptada la OC. Contacto: licitaciones@recasur.cl",3503,3503,35194,0,35194,"SI"
"744","1057402-11010-AG24","15-11-2024 0:00:00","5076 Estudio Genetico para holoproencefalia / D. Castro M.","Orden de Compra generada por invitación a compra ágil desde Id  1057402-1376-COT24, por el servicio de Estudio Genético para holoproencefalia en beneficio de paciente institucional identificado como Dr. Castro M.","Recepcion Conforme","Compra Agil","CLP",580000,0,0,0,580000,0,580000,"30 dias contra la recepcion conforme de la factura","Otra Forma de Despacho","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","SERVICIOS GENÉTICOS Y ASOCIADOS SPA","77.271.852-7","ACTIVIDADES DE APOYO A LA ENSEÑANZA","4.0","Región Metropolitana de Santiago","Salud, servicios sanitarios y alimentación","Medicina y servicios de salud","Evaluaciones de salud individuales",85122201,"Exámenes médicos","Exámenes médicos","1 examen genetico para Holoprocencefalea / D. Castro M",1,"Unidad","CLP",580000,0,0,NA,580000,580000,"1057402-1376-COT24","ESTUDIO GENETICO PARA HOLOPROCENCEFALIA","los resultados muestran que en la mayoría de los casos de esta enfermedad existe la supresión de uno de los cuatro genes que se habían asociado previamente a la holoprosencefalia. Curiosamente, en esta investigación se han encontrado varios individuos con deleciones de genes que anteriormente se habían asociado con formas leves de la enfermedad, lo que apoya la asociación de estos genes con la holoprosencefalia.","12-11-2024 0:00:00","13-11-2024 0:00:00",603000,"1 examen genetico para Holoprocencefalea",85122201,"Exámenes médicos",1,"SERVICIOS GENÉTICOS Y ASOCIADOS SPA","77.271.852-7","Invitae Holoprosencephaly Panel Mi ADN cuenta con autorización sanitaria Para dudad contactar +56 9 7903 4333 o a contacto@miadn.cl",580000,580000,580000,0,580000,"SI"
"745","1057402-10864-AG24","14-11-2024 0:00:00","MIS/PEDIDO ASEO NOVIEMBRE/ALIMENTACIÓN","ID 1057402-1332-COT24. PEDIDO ASEO NOVIEMBRE.   PARA NUTRICIÓN Y ALIMENTACIÓN.","Recepcion Conforme","Compra Agil","CLP",82695,0,0,15712.05,98407.05,15712.05,82695,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","FERRETERIA EL AGUILA SPA","83.957.900-4","VENTA AL POR MAYOR NO ESPECIALIZADA| VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFERICO, PROGRAMAS INFOR| VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y MATERIALES DE CONSTRUC| VENTA AL POR MENOR DE PINTURAS, BARNICES Y LACAS EN COMERCIOS ESPECIAL| VE","1.0","Región de Magallanes y de la Antártica","Ropa, maletas y productos de aseo personal","Artículos de baño o tocador","Artículos de baño y cuerpo",53131635,"Hisopo","Hisopo","HISOPO PARA BOTELLA DE VIDRIO, CERDA Y FIBRA NATURAL  40mm DIÁMETRO, 130mm LARGO ESCOBILLA, 300mm LARGO TOTAL (TIPO HELA 601)",15,"Unidad","CLP",5513,0,0,NA,82695,82695,"1057402-1332-COT24","MIS/ HISOPOS  PARA BOTELLA","SE REQUIERE LA COMPRA DE HISOPOS PARA BOTELLA DE VIDRIO, CERDA Y FIBRA NATURAL 40mm DIÁMETRO, 130mm LARGO ESCOBILLA, 300mm LARGO TOTAL **PLAZO ENTREGA 3 DÍAS HABILES PUESTOS EN HCM DESDE LA ACEPTACION DE LA OC **VALOR DEBE INCLUIR IVA Y FLETE.**ENVIAR FICHA TECNICA.","21-10-2024 0:00:00","22-10-2024 0:00:00",2e+05,"HISOPO PARA BOTELLA DE VIDRIO, CERDA Y FIBRA NATURAL  40mm DIÁMETRO, 130mm LARGO ESCOBILLA, 300mm LARGO TOTAL (TIPO HELA 601)",53131635,"Hisopo",20,"FERRETERIA EL AGUILA SPA","83.957.900-4","Se adjunta cotización para su análisis. Considerar entrega en 3 días tras aceptación de OC en la dirección de entrega indicada. Contacto: Mariana Vera 56 9 3256 8153 mvera@aguila.cl",5513,110260,110260,0,131209,"SI"
"746","1058012-2920-AG24","10-12-2024 0:00:00","COMPRA ALTERNATIVA CONTROLADOS DICIEMBRE / METILFENIDATO 18 MG CM LIBERACION PROLONGADA","COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-2805-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 7 DÍAS SEGÚN COTIZACIÓN. ZGEN 100006137. REF 1058012-666-COT24.","Aceptada","Compra Agil","CLP",128220,0,0,24361.8,152581.8,24361.8,128220,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Fármarcos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","SCM PHARMA SPA","77.337.544-5","VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES","2.0","Región Metropolitana de Santiago","Medicamentos y productos farmacéuticos","Medicamentos para el sistema nervioso central","Estimulantes / anoréxicos",51142618,"Clorhidrato de metilfenidato","Clorhidrato de metilfenidato","212-1699 METILFENIDATO 18 MG CM LIBERACION PROLONGADA",60,"Comprimido","CLP",2137,0,0,NA,128220,128220,"1058012-666-COT24","COMPRA ALTERNATIVA CONTROLADOS DICIEMBRE / METILFENIDATO 18 MG CM LIBERACION PROLONGADA","EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE METILFENIDATO 18 MG CM LIBERACION PROLONGADA. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.","04-12-2024 0:00:00","05-12-2024 0:00:00",80000,"METILFENIDATO 18 MG CM LIBERACION PROLONGADA",51142618,"Clorhidrato de metilfenidato",60,"SCM PHARMA SPA","77.337.544-5","Se adjunta cotización detallada, Contacto F. 225104550, contacto@scmpharma.cl, Despacho sin costo, Envio en : 7 dias- monto mínimo de despacho $ 100.000.-  Cotización valida  por 15 días.",2137,128220,128220,0,152581,"SI"
"747","1058012-2767-AG24","27-11-2024 0:00:00","COMPRA ALTERNATIVA FALTA CENABAST OCTUBRE / CINACALCET 60 MG CM","COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-2476-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 3 DÍAS SEGÚN COTIZACIÓN. ZGEN 100003459. REF 1058012-640-COT24.","Recepcion Conforme","Compra Agil","CLP",467460,0,0,88817.4,556277.4,88817.4,467460,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Fármarcos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","EMCURE PHARMA CHILE SPA","77.240.238-4","FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE","4.0","Región Metropolitana de Santiago","Salud, servicios sanitarios y alimentación","Medicina y servicios de salud","Farmacéuticos",85121902,"Farmacias","Farmacias","214-9021 CINACALCET 60 MG CM",588,"Comprimido","CLP",795,0,0,NA,467460,467460,"1058012-640-COT24","COMPRA ALTERNATIVA FALTA CENABAST OCTUBRE / CINACALCET 60 MG CM","EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE CINACALCET 60 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.","20-11-2024 0:00:00","21-11-2024 0:00:00",3e+05,"CINACALCET 60 MG CM",85121902,"Farmacias",570,"EMCURE PHARMA CHILE SPA","77.240.238-4","CINACALCET COMPRIMIDOS RECUBIERTOS 60 mg, Caja X 28 CM, Bioequivalente, Registro ISP F-27631, vencimiento 28-02-2027 Stock disponible, entrega en 3 días.  Datos de contacto en cotización adjunta.",795,453150,453150,0,539248,"SI"
"748","1057402-11627-AG24","04-12-2024 0:00:00","(5074) SUMINISTRO ACCESORIOS PARA MAQUINAS DE COSER","COMPRA AGIL, Según Solicitud  de Compra 306, de 11-11-2024, del Dpto. de Equipos Médicos,  (5074) SUMINISTRO ACCESORIOS PARA MAQUINAS DE COSER  Orden de Compra generada por invitación a compra ágil: 1057402-1365-COT24 Orden de Compra codigo: 1057402-11627-AG24 dirigida a MARSOL S A  Encargado Técnico:  Jefe Dpto. Equipos Médicos: fono: 612293018 - correo: dagoberto.hernandez@redsalud.gob.cl   Encargado de Recepción Productos:  Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl   Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas.  Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas.   Consultas sobre reclamo/rechazo de facturas:  Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.c","Aceptada","Compra Agil","CLP",1046500,0,0,198835,1245335,198835,1046500,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","MARSOL S A","91.443.000-3","VENTA AL POR MAYOR DE MAQUINARIA, HERRAMIENTAS, EQUIPO Y MATERIALES N.| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.","1.0","Región Metropolitana de Santiago","Servicios de producción y fabricación industrial","Industrias de fibras, textiles y tejidos","Producción de telas y cueros",73141715,"Servicios de costura industrial","Servicios de costura industrial","CONTENIDO ACCESORIOS PARA MAQUINA DE COCER ZIGZAG  1 Sobres de agujas 1 plancha de agujas 1 bobina",1,"Kit","CLP",261625,0,0,NA,261625,261625,"1057402-1365-COT24","[5074] SUMINISTRO ACCESORIOS PARA MAQUINAS DE COSER","LA UNIDAD DE EQUIPOS INDUSTRIALES REQUIERE ADQUIRIR EL SUMINISTRO DE ACCESORIOS PARA MANTENIMIENTO DE LAS MAQUINAS DE COCER DEL ÁREA DE LAVANDERÍA.  SE DEBE CONSIDERAR TODAS LAS LÍNEAS PARA QUE SEA ACEPTADA LA OFERTA, EN CASO CONTRARIO, SERÁ DESESTIMADA.","07-11-2024 0:00:00","11-11-2024 0:00:00",1400000,"CONTENIDO ACCESORIOS PARA MAQUINA RECTA INDUSTRIAL   1 Bobina industrial 24 carretes 1 Pie de costura 6 sobres de aguja 1 diente y plancha",73141715,"Servicios de costura industrial",1,"MARSOL S A","91.443.000-3","Se adjunta cotización y detalle de repuestos",261625,261625,1046500,0,1245335,"SI"
"749","1057402-11627-AG24","04-12-2024 0:00:00","(5074) SUMINISTRO ACCESORIOS PARA MAQUINAS DE COSER","COMPRA AGIL, Según Solicitud  de Compra 306, de 11-11-2024, del Dpto. de Equipos Médicos,  (5074) SUMINISTRO ACCESORIOS PARA MAQUINAS DE COSER  Orden de Compra generada por invitación a compra ágil: 1057402-1365-COT24 Orden de Compra codigo: 1057402-11627-AG24 dirigida a MARSOL S A  Encargado Técnico:  Jefe Dpto. Equipos Médicos: fono: 612293018 - correo: dagoberto.hernandez@redsalud.gob.cl   Encargado de Recepción Productos:  Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl   Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas.  Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas.   Consultas sobre reclamo/rechazo de facturas:  Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.c","Aceptada","Compra Agil","CLP",1046500,0,0,198835,1245335,198835,1046500,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","MARSOL S A","91.443.000-3","VENTA AL POR MAYOR DE MAQUINARIA, HERRAMIENTAS, EQUIPO Y MATERIALES N.| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.","1.0","Región Metropolitana de Santiago","Servicios de producción y fabricación industrial","Industrias de fibras, textiles y tejidos","Producción de telas y cueros",73141715,"Servicios de costura industrial","Servicios de costura industrial","CONTENIDO ACCESORIOS PARA MAQUINA RECTA INDUSTRIAL   1 Bobina industrial 24 carretes 1 Pie de costura 6 sobres de aguja 1 diente y plancha",1,"Kit","CLP",261625,0,0,NA,261625,261625,"1057402-1365-COT24","[5074] SUMINISTRO ACCESORIOS PARA MAQUINAS DE COSER","LA UNIDAD DE EQUIPOS INDUSTRIALES REQUIERE ADQUIRIR EL SUMINISTRO DE ACCESORIOS PARA MANTENIMIENTO DE LAS MAQUINAS DE COCER DEL ÁREA DE LAVANDERÍA.  SE DEBE CONSIDERAR TODAS LAS LÍNEAS PARA QUE SEA ACEPTADA LA OFERTA, EN CASO CONTRARIO, SERÁ DESESTIMADA.","07-11-2024 0:00:00","11-11-2024 0:00:00",1400000,"CONTENIDO ACCESORIOS PARA MAQUINA DE COCER ZIGZAG  1 Sobres de agujas 1 plancha de agujas 1 bobina",73141715,"Servicios de costura industrial",1,"MARSOL S A","91.443.000-3","Se adjunta cotización y detalle de repuestos",261625,261625,1046500,0,1245335,"SI"
